name	date published	abn	client of
Moore Australia Pty Ltd	16 June 2016	32 052 362 348	PRX Unit Trust | 71 595 434 578
Moore Park Golf Club Ltd	12 April 2024	54 000 876 406	GRACosway Pty Ltd | 50 082 123 822
Morgana & Sons Pty Ltd	13 February 2024	16 108 582 422	BusinessAide Pty Ltd | 11 127 557 448
Moriarty Foundation Limited	9 January 2020	39 149 339 284	H/Advisors APA Pty Ltd | 60 074 901 545
Mortgage and Finance Association of Australia	12 April 2016		GRACosway Pty Ltd | 50 082 123 822
Motor Trades Association of Australia	9 April 2024		Jannette Cotterell | 51 364 113 263
MOTOROLA SOLUTIONS AUSTRALIA	3 February 2023	16 004 742 312	Lunik Pty Ltd | 83 615 178 571
Mott Macdonald	1 May 2024	13 134 120 353	McCredie Partners Pty Ltd | 16 623 627 332
Mount Pritchard & District Community Club Ltd	10 July 2024	98 000 458 622	Cornerstone Group Australia Pty Ltd | 99 153 936 719
Mounties Group	20 February 2013	98 000 458 622	Premier State Consulting Pty Ltd | 26 149 964 189
Mounties Group	13 February 2018	98 000 458 622	PremierNational Pty Ltd | 71 619 450 841
Mr Chris Hawthorne	9 July 2024		Dr Cameron Francis Hogan | 67 595 207 069
Mr John Star	9 July 2024		Dr Cameron Francis Hogan | 67 595 207 069
Ms Dianne Elizabeth Strickland	4 January 2022		BusinessAide Pty Ltd | 11 127 557 448
Ms Kimberly Kram	9 July 2024		Dr Cameron Francis Hogan | 67 595 207 069
Ms. Tanya Phillips, Manager, BlueScope Youth Orchestra.	7 February 2023		Yogya Santai Pty Ltd | 14 086 099 621
Mt Barker Council (SA)	23 October 2018		Iain Evans as Trustee for the Iain Evans Consulting Trust | 69 284 760 614
MTM Critical Minerals	12 July 2024	27 645 885 463	CGM Communications Pty Ltd | 66 619 642 858
MUFG Pension & Market Services Holdings Limited	14 October 2024	27 120 964 098	GRACosway Pty Ltd | 50 082 123 822
Mulawa Management Pty Ltd	12 February 2020	24 009 598 896	Paramul Pty Ltd | 37 140 000 602
MULTIPLE SCLEROSIS RESEARCH AUSTRALIA LIMITED	11 December 2024	34 008 581 431	Dunn & Co Advisory Pty Ltd | 92 646 493 665
Multiplex Constructions Pty Ltd	14 April 2022		TG Public Affairs Pty Ltd | 23 630 677 673
Mundipharma Pty Ltd	1 March 2010		Kirchmann Management Consultants Pty Ltd | 34 837 287 161
Murdoch Children’s Research Institute	14 November 2024	21 006 566 972	Jo Scard Pty Ltd | 29 145 634 224
Murdoch Children's Research Institute	18 July 2022	21 006 566 972	Hawker Britton Group Pty Ltd | 79 109 681 405
Murdoch Children's Research Institute	13 September 2022	21 006 566 972	RedBridge Group Pty Ltd | 11 650 587 867
Murray River Group of Councils	22 November 2022	30 308 161 484	Counsel House Pty Ltd | 35 631 919 009
MyDNA	2 January 2020		Jannette Cotterell | 51 364 113 263
MYOB AUSTRALIA PTY LTD	7 May 2024	13 086 760 198	Anacta Strategies Pty Ltd | 64 633 978 677
Myriota Pty Ltd	26 June 2023	65 609 161 373	Perdition Road Pty Limited | 16 641 888 495
MyState Limited	13 July 2020	26 133 623 962	Advisory Street | 28 613 329 472
MyStay International Pty Ltd	18 June 2024	80 605 198 990	Hawker Britton Group Pty Ltd | 79 109 681 405
Narwie Partnership	4 September 2024	11 285 204 476	Arche Holdings Pty Ltd | 81 654 257 833
Nation Management Pty Ltd	5 April 2024	41 668 109 037	The Premier Communications Group Pty Ltd. | 73 137 508 555
National Aboriginal and Torres Strait Islander Education Corporation	2 July 2024	73 139 259 705	Hawker Britton Group Pty Ltd | 79 109 681 405
NATIONAL ABORIGINAL AND TORRES STRAIT ISLANDER HOUSING ASSOCIATION LIMITED	27 September 2024	70 646 448 142	Jo Scard Pty Ltd | 29 145 634 224
National Advisory Pty Ltd	16 January 2020	29 634 573 363	Shaw Advisory Pty Ltd | 29 626 157 015
National Ageing Research Institute Limited	26 October 2018		CPR Communications & Public Relations Pty Ltd | 94 064 357 544
National Apprentice Employment Network	1 February 2018		The Trustee for the Bowden Family Trust | 31 267 269 201
National Association Of Community Legal Centres	28 August 2024	67 757 001 303	Social Change Projects Pty Ltd | 60 676 321 270
National Association of Women in Construction	20 March 2024	66 070 113 192	TG Public Affairs Pty Ltd | 23 630 677 673
National Automotive Leasing and Salary Packaging Association	6 October 2021	55 169 223 161	Cornerstone Group Australia Pty Ltd | 99 153 936 719
National Automotive Leasing and Salary Packaging Association	5 August 2019		DPG Advisory Solutions | 14 634 403 115
National Catholic Education Commission	17 February 2023	98 732 490 221	Govstrat Pty Ltd | 64 964 952 044
National Credit Providers Association	21 January 2019		SAS Consulting Group Pty Ltd | 33 136 520 548
National Electrical and Communications Association NSW	18 January 2018		Wilkinson Butler Pty Ltd | 95 164 204 111
National Grid Company Pty Ltd	6 January 2021	65 641 870 868	Advanced Outcomes | 59 719 341 477
National Growth Areas Alliance	4 September 2024		Hawker Britton Group Pty Ltd | 79 109 681 405
National Heart Foundation of Australia	26 July 2024	98 008 419 761	The Civic Partnership Pty Ltd | 71 652 574 171
National Heart Foundation of Australia	26 July 2024	98 008 419 761	CPR Communications & Public Relations Pty Ltd | 94 064 357 544
NATIONAL HEART FOUNDATION OF AUSTRALIA	14 July 2021	98 008 419 761	OGILVY HEALTH PTY LTD | 62 114 807 877
National Institute of Dramatic Art	4 July 2022	99 000 257 741	Hawker Britton Group Pty Ltd | 79 109 681 405
National Insurance Brokers Association of Australia	19 September 2024	94 006 093 849	Counsel House Pty Ltd | 35 631 919 009
National Outside School Hours Service Alliance (NOSHSA)	21 December 2023	22 156 644 878	GRACosway Pty Ltd | 50 082 123 822
National Pharmaceutical Services Association Limited.	3 July 2023	44 087 033 216	Insight Strategy | 47 609 028 015
National Pharmacies	18 February 2014		Government Relations Solutions Pty Ltd | 28 125 233 543
National Pork Producers Council	24 February 2014		Barton Deakin Pty Ltd | 65 140 067 287
National Pork Producers Council	6 July 2016		Hawker Britton Group Pty Ltd | 79 109 681 405
National Railways	1 November 2023	85 624 329 960	The Influence Corporation Pty. Ltd. | 79 671 703 156
National Retail Association	22 July 2022	44 009 664 073	SAS Consulting Group Pty Ltd | 33 136 520 548
NATIONAL ROAD TRANSPORT ASSOCIATION LIMITED	4 May 2021	83 066 531 913	Primary Communication Partners Pty Limited | 36 617 864 347
National Security Association of Australia	16 May 2024	74 453 122 803	BB Win Win Outcomes | 91 671 079 056
National Strategies LLC	11 December 2024		CMAX Communications Pty Ltd | 73 130 740 546
National Trust of Australia (Queensland) Limited	19 June 2023	85 836 591 486	Horizon GR Pty Ltd | 72 652 169 170
National Waste Recycling Industry Council	20 September 2022	22 617 891 899	Chris Hayes Consulting | 83 684 527 602
Natures Coin	8 July 2018		Media and Public Affairs Australia | 49 622 979 177
Navantia Australia Pty Ltd	8 February 2022	90 155 020 303	The Trustee for Upper Limit Trust | 45 833 435 179
NAVANTIA AUSTRALIA PTY LTD	15 February 2022	90 155 020 303	CMAX Communications Pty Ltd | 73 130 740 546
NBN Co Limited	9 October 2023	86 136 533 741	Spectrum Solutions Australia | 47 665 184 154
NeedleCalm	20 September 2023	52 613 505 712	Provocate Pty Ltd | 42 622 384 525
Nestle Australia	3 July 2013		Wilkinson Butler Pty Ltd | 95 164 204 111
Nestlé Australia Ltd	14 July 2022	77 000 011 316	Kirchmann Management Consultants Pty Ltd | 34 837 287 161
NetApp	8 July 2024	14 092 499 431	Nexus APAC Pty Ltd | 76 615 655 699
NetApp Pty Ltd (“NetApp”)	15 July 2024	14 092 499 431	Precision Public Affairs Pty Ltd | 42 639 299 415
Netball Australia	15 January 2024	66 003 142 818	York Park Group Pty Ltd | 49 642 775 577
Netball WA	12 July 2024	36 657 982 648	CGM Communications Pty Ltd | 66 619 642 858
Netflix Australia Pty Ltd	23 September 2020	81 601 296 771	Policy Australia | 27 143 938 523
Netflix Inc	10 July 2023		Policy Australia | 27 143 938 523
Netscout	18 July 2022		Hawker Britton Group Pty Ltd | 79 109 681 405
Neurizer Limited	3 February 2023	31 107 531 822	Iain Evans as Trustee for the Iain Evans Consulting Trust | 69 284 760 614
NEURO OPTICA OPERATIONS PTY LTD	25 March 2024	20 669 149 884	GRACosway Pty Ltd | 50 082 123 822
Neuroblastoma Australia	9 May 2024	74 173 375 414	CT GROUP (AUSTRALIA) PTY LTD | 58 101 934 454
Neurological Alliance Australia	11 December 2024		Dunn & Co Advisory Pty Ltd | 92 646 493 665
Neuron Mobility	28 August 2020	61 632 570 355	Public Affairs and Campaigns Australia Pty Ltd | 62 632 061 226
Never Ltd	8 July 2024		Dr Cameron Francis Hogan | 67 595 207 069
Neville-Smith Forest Products	5 May 2011	65 152 285 786	Paramul Pty Ltd | 37 140 000 602
New Age Media Group	25 January 2024		The Trustee for CHIKAROVSKI FAMILY TRUST | 92 715 851 492
New Zealand Carbon Farming	23 October 2018		Diplomacy Pty Limited | 17 148 998 645
NewDirection Bellmere Pty Ltd	2 November 2023	24 152 202 027	H/Advisors APA Pty Ltd | 60 074 901 545
Newhaul Bulk Pty Ltd	11 September 2020		Purple Communications Australia Pty Ltd | 37 108 802 366
Newmont Australia	20 July 2023	95 099 040 507	CGM Communications Pty Ltd | 66 619 642 858
Newmont Corporation	1 May 2023		Dragoman Pty Ltd | 76 619 209 915
NewsXpress Pty Ltd	17 December 2024	99 098 073 833	Sapphire Executive Business Services | 17 661 600 504
Newton Consulting International	31 May 2024	68 678 397 870	Bondi Partners Advocacy Pty Ltd | 68 661 609 329
Newton Europe	21 June 2024		FA McLachlan Consulting | 30 537 339 018
Newton Europe	1 November 2023		Horizon GR Pty Ltd | 72 652 169 170
NEXT25	22 October 2024	80 605 648 977	Anacta Strategies Pty Ltd | 64 633 978 677
NextDC Limited	8 January 2024	35 143 582 521	Premier State Consulting Pty Ltd | 26 149 964 189
NextDC Limited	8 January 2024	35 143 582 521	PremierNational Pty Ltd | 71 619 450 841
NextEd	8 November 2024	75 105 012 066	Milner Strategic Services | 24 957 388 494
NextSense	2 May 2023	53 443 272 865	Iconinc Holdings Pty Ltd | 12 103 086 451
NGP Group Services Pty Ltd	1 May 2024	25 143 438 797	GRACosway Pty Ltd | 50 082 123 822
NIB Health Funds Ltd	26 June 2024	83 000 124 381	TG Public Affairs Pty Ltd | 23 630 677 673
nib Thrive	14 December 2023	77 102 599 619	Alistair Webster | 51 363 238 506
NILLUMBIK COMMUNITY HEALTH SERVICE LTD	9 December 2024	32 180 310 839	Banksia Strategic Partners Pty Ltd | 50 660 359 866
NISI DOMINUS FRUSTRA PTY LIMITED	10 November 2020	64 644 069 134	Operational Legal Australia Pty Ltd | 79 632 066 669
NISSAN MOTOR CO. (AUSTRALIA) PTY. LTD.	16 October 2024	54 004 663 156	Edelman Australia Pty Ltd | 40 004 846 100
Noongar Chamber of Commerce and Industry	4 July 2019		Purple Communications Australia Pty Ltd | 37 108 802 366
Norbit US Ltd	24 February 2015		Seismic Asia Pacific Pty Ltd | 31 083 755 104
Norske Skog	1 March 2010		Bartholomew Quinn and Associates Pty Ltd | 97 009 584 105
NORTH HARBOUR CLEAN ENERGY PTY LIMITED	13 November 2023	78 642 465 898	EJF Advisory Pty Ltd | 91 659 678 047
North Sydney District Rugby League Football Club Limited	15 May 2023	65 003 009 158	CT GROUP (AUSTRALIA) PTY LTD | 58 101 934 454
North Wanneroo Residents Association Inc.	6 September 2018		Coode Holdings Pty Ltd | 81 623 654 839
Northern Aboriginal & Torres Strait Islander HOUSING ASSOCIATION	9 August 2024	34 105 878 706	Jo Scard Pty Ltd | 29 145 634 224
Northern Minerals Ltd	1 November 2023	61 119 966 353	EJF Advisory Pty Ltd | 91 659 678 047
Northern Territory Environment Centre	13 February 2024		Jannette Cotterell | 51 364 113 263
Northrop Grumman Australia Pty Ltd	22 November 2023		TG Public Affairs Pty Ltd | 23 630 677 673
Northrop Grumman Overseas Service Corporation	22 December 2010		Electrotech Australia Pty Limited | 99 002 989 531
Novalith Technologies Pty Ltd	8 July 2024	80 643 785 344	South Break Media | 22 653 785 365
NOVARTIS PHARMACEUTICALS AUSTRALIA PTY LIMITED	9 February 2021	18 004 244 160	OGILVY HEALTH PTY LTD | 62 114 807 877
Novartis Pharmaceuticals Australia Pty Ltd	2 August 2024	18 004 244 160	Nexus APAC Pty Ltd | 76 615 655 699
Novavax, INC	25 September 2020		Nexus APAC Pty Ltd | 76 615 655 699
Novo Nordisk Pharmaceuticals Pty Ltd	14 July 2021	40 002 879 996	Astute Advocacy | 60 366 005 776
NOVO NORDISK PHARMACEUTICALS PTY. LIMITED	18 August 2023	40 002 879 996	Shawview Consulting Australia Pty Ltd | 90 637 759 874
Nowshire P/L	11 July 2023	25 213 593 788	Milner Strategic Services | 24 957 388 494
NRM REGIONS AUSTRALIA LTD	14 October 2024	49 641 532 578	Jo Scard Pty Ltd | 29 145 634 224
NRN OPERATIONS PTY LTD	2 October 2024	16 655 636 561	EJF Advisory Pty Ltd | 91 659 678 047
NSW Greyhound Breeders Owners & Trainers Association Limited	24 May 2024	68 000 043 756	Walter William Secord | 48 219 768 150
NUFARM AUSTRALIA LIMITED	13 September 2022	80 004 377 780	CMAX Communications Pty Ltd | 73 130 740 546
Nursing Education & Training Australia Pty Ltd	12 July 2024	88 641 245 187	Making The World A Better Place Pty Ltd | 13 075 789 196
Nutricia Australia	4 March 2024	99 076 246 752	Artem Health Pty Ltd | 87 638 317 870
Nutrien Ag Solutions	10 February 2020	73 008 743 217	Scott Mitchell and Partners Pty Ltd | 80 617 178 453
Nutrien Ag Solutions	29 September 2023	73 008 743 217	SEC Newgate Pty Limited | 38 162 366 056
Nuvento Pty Ltd	26 March 2024	81 632 590 759	Making The World A Better Place Pty Ltd | 13 075 789 196
NVT Group Pty Ltd	27 January 2021		The Trustee for CHIKAROVSKI FAMILY TRUST | 92 715 851 492
NXT BUILDING GROUP PTY LTD	20 June 2023	59 089 524 050	EJF Advisory Pty Ltd | 91 659 678 047
Nyrstar	12 August 2024	49 124 818 113	Antinomies Trust | 35 441 514 971
Nyrstar	25 May 2023	46 124 535 468	Principle Advisory Pty Ltd | 29 657 059 848
NYRSTAR HOBART PTY LTD	10 June 2020	49 124 818 113	Bartholomew Quinn and Associates Pty Ltd | 97 009 584 105
O’Brien Glass Industries Ltd	3 September 2024	74 000 022 275	TG Public Affairs Pty Ltd | 23 630 677 673
Obesity Australia	8 July 2018		Media and Public Affairs Australia | 49 622 979 177
Obesity Australia	26 September 2023	75 150 799 929	The Shape Agency | 67 618 969 332
Ocean Modules Sweden AB	11 February 2020		Seismic Asia Pacific Pty Ltd | 31 083 755 104
Ocean Pacific Group Pty Ltd	13 December 2024	20 609 347 935	Spinks Advisory Pty Ltd | 50 680 125 848
Ocean Winds	13 July 2023		Spring Street Advisory Pty Ltd | 92 603 411 650
OFFICEWORKS LTD	24 April 2020	36 004 763 526	SEC Newgate Pty Limited | 38 162 366 056
OFFICEWORKS LTD	8 October 2024	36 004 763 526	Horizon GR Pty Ltd | 72 652 169 170
OGL Group Pty Ltd	16 August 2019	76 145 200 237	Public Affairs and Campaigns Australia Pty Ltd | 62 632 061 226
Older Persons Advocacy Network Ltd (OPAN)	4 November 2020	81 618 261 859	H/Advisors APA Pty Ltd | 60 074 901 545
Olivia Newton John Cancer and Wellness Research Centre	8 July 2018		Media and Public Affairs Australia | 49 622 979 177
OMAZE AUSTRALIA PTY LTD	16 October 2024	72 672 745 238	Counsel House Pty Ltd | 35 631 919 009
OMAZE AUSTRALIA PTY LTD	8 November 2024	72 672 745 238	Sodali & Co Pty Ltd | 90 122 943 131
Omaze Inc.	12 March 2024		GRACosway Pty Ltd | 50 082 123 822
OMERS Administration Corporation	18 January 2022		S A McSweeney & Associates Pty Limited | 78 633 657 020
OmniGrip	15 May 2024	22 614 493 426	EH Advisory | 62 669 756 763
OmniSpace	26 June 2012		Comsult(Aust) Pty Ltd | 26 098 280 892
OMSB Pty Ltd	2 February 2024	40 657 345 385	Purple Communications Australia Pty Ltd | 37 108 802 366
Oncall Language Services Pty Ltd	10 May 2024	50 151 001 777	John Fetter Group Pty Ltd | 72 688 652 639
OncoBeta theraputics Pty Ltd	22 January 2024	39 624 903 180	Scott Mitchell and Partners Pty Ltd | 80 617 178 453
One Gippsland	3 July 2018		Collective Position Group Pty Ltd | 18 169 904 232
One in 5000 Foundation Inc	18 September 2017	18 393 396 753	Gregory Robert Male
Online Education Services	15 September 2021	75 148 177 959	Lunik Pty Ltd | 83 615 178 571
Online Hate Prevention Institute (OHPI)	12 April 2023	65 155 287 657	First Tier Media Pty Ltd | 92 268 817 994
ONTHEGO Group Pty Ltd	14 July 2020	51 159 056 087	Sports Hydrant Pty Ltd | 91 133 062 012
OOH!MEDIA OPERATIONS PTY LIMITED	18 October 2018		The Trustee for CHIKAROVSKI FAMILY TRUST | 92 715 851 492
OpenAI	24 July 2024		Bourke Street Advisory | 54 075 139 609
Optic Security Group	5 August 2024	53 126 366 041	Capetal Advisory Pty Ltd | 86 615 732 182
Option Funds Management Limited	16 May 2016		The Trustee for CHIKAROVSKI FAMILY TRUST | 92 715 851 492
Optiver Pty Ltd	24 January 2022	23 135 181 136	TSB Advisory Pty Ltd | 90 604 408 826
Optometry Australia	21 April 2020	17 004 622 431	National Advisory Pty Ltd | 29 634 573 363
Optus	7 July 2023	92 008 570 330	Making The World A Better Place Pty Ltd | 13 075 789 196
Optus	17 January 2023		TG Public Affairs Pty Ltd | 23 630 677 673
Oral Health Care Training and Education	3 February 2023	96 648 425 085	Hawkshaw Pty Ltd | 96 648 425 085
Oral Tech Al Pty Ltd	1 July 2024	85 638 265 648	Hawkshaw Pty Ltd | 96 648 425 085
Oran Safety Glass	20 February 2020		Intercorp Pty Ltd | 88 327 768 518
Orange Sky Australia Limited	12 June 2024	85 890 622 990	JP STRATEGIC ADVISORY PTY LTD | 58 674 312 077
Orica	22 November 2022	24 004 145 868	DPG Advisory Solutions | 14 634 403 115
Orion Health	2 May 2023		Iconinc Holdings Pty Ltd | 12 103 086 451
Orion Resource Partners	21 October 2024		Rainmaker Strategic Planning Pty Ltd | 39 632 234 916
Orion Resource Partners	4 November 2024		Crisis&Comms Co Pty Ltd | 56 637 786 899
Orion Sovereign Group Pty Ltd	22 March 2023	22 650 779 007	Burbank Martial Pty Ltd | 84 652 807 504
Orion Sovereign Group Pty Ltd (operating as OSG Australia)	13 September 2022	22 650 779 007	BB Win Win Outcomes | 91 671 079 056
Orora Limited	17 October 2023	55 004 275 165	TG Public Affairs Pty Ltd | 23 630 677 673
Orpharma Pty Ltd	16 September 2015		Kirchmann Management Consultants Pty Ltd | 34 837 287 161
Orro Pty Ltd	7 August 2023	72 111 999 663	GRA Partners Pty Ltd | 56 131 702 755
Orthocell Ltd	13 April 2023	57 118 897 135	Wurley Group Pty Ltd | 13 100 392 827
OSG	5 August 2024		Leonis Advisory | 26 381 028 834
OURANOS SYSTEMS PTY LTD	18 July 2023	18 638 053 004	Heimdall Consulting Pty Ltd | 79 493 575 818
Outside School Hours Council of Australia Ltd	21 October 2020		GRACosway Pty Ltd | 50 082 123 822
Ovarian Cancer Australia Limited	4 February 2015		GRACosway Pty Ltd | 50 082 123 822
OX2 HOLDINGS AUSTRALIA PTY LTD	2 October 2024	47 666 878 771	TG Public Affairs Pty Ltd | 23 630 677 673
OYO Corporation	8 February 2022		Seismic Asia Pacific Pty Ltd | 31 083 755 104
OzHarvest Limited	20 February 2024	33 107 782 196	EJF Advisory Pty Ltd | 91 659 678 047
Ozy Homes Pty Ltd	10 July 2024	27 163 519 079	Cornerstone Group Australia Pty Ltd | 99 153 936 719
P.V AATHREYA & Others	11 September 2024	70 843 523 318	Premier State Consulting Pty Ltd | 26 149 964 189
P.V AATHREYA & Others	11 September 2024	70 843 523 318	PremierNational Pty Ltd | 71 619 450 841
Pacific Green Technologies	3 April 2024	53 646 981 062	Anacta Strategies Pty Ltd | 64 633 978 677
Pacific Hydro Developments Pty Ltd	29 May 2024	56 161 024 755	Rainmaker Strategic Planning Pty Ltd | 39 632 234 916
